"","sample","PC1","PC2","PC3","pop","species.x","sample_ID","morpho_species","sex","species.y","locality","short_locality","lat","long","elevation"
"42","1825_013",-0.788643250561923,-1.20789196730121,0.0432386410612863,"1825","dichotomius_satanas","DI5-13-1825","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1825","1825",-0.646252,-77.832514,1825
"43","1825_014",0.829383593280004,-0.936113408159349,0.386290841452535,"1825","dichotomius_satanas","DI5-14-1825","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1825","1825",-0.646252,-77.832514,1825
"44","1825_015",-0.511709082979996,-0.732030240245728,-0.331213124977758,"1825","dichotomius_satanas","DI5-15-1825","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1825","1825",-0.646252,-77.832514,1825
"45","1825_031",-0.274765003599632,-0.443592634027029,0.90765675683863,"1825","dichotomius_satanas","DI1-31-1825","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1825","1825",-0.646252,-77.832514,1825
"46","1825_032",-0.534641744911045,-1.33483319529267,-0.859238504881626,"1825","dichotomius_satanas","DI1-32-1825","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1825","1825",-0.646252,-77.832514,1825
"47","1825_033",-1.17608065438973,-0.0650595505272645,0.159729833523158,"1825","dichotomius_satanas","DI1-33-1825","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1825","1825",-0.646252,-77.832514,1825
"48","1825_034",1.43945637221487,-0.146783833218582,0.223088042389904,"1825","dichotomius_satanas","DI1-34-1825","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1825","1825",-0.646252,-77.832514,1825
"49","1825_035",1.96028118290874,-0.928660406146612,-0.62432713844851,"1825","dichotomius_satanas","DI1-35-1825","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1825","1825",-0.646252,-77.832514,1825
"50","1825_079",0.0521270396545738,-1.40266502317018,-0.282427661189396,"1825","dichotomius_satanas","DI1-79-1825","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1825","1825",-0.646252,-77.832514,1825
"51","1825_080",0.82404198284928,-0.212827230356872,0.249981804406774,"1825","dichotomius_satanas","DI1-80-1825","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1825","1825",-0.646252,-77.832514,1825
"52","1950_0115",-0.727489549111033,-0.192449070212627,-0.560545254126331,"1950","dichotomius_satanas","DI5-115-1950","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"53","1950_0116",1.82506729477221,-0.141399097923327,0.491743142281971,"1950","dichotomius_satanas","DI5-116-1950","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"54","1950_0117",1.11294995455775,-0.464644710598249,0.372510734479864,"1950","dichotomius_satanas","DI5-117-1950","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"55","1950_0118",-1.88056600117276,0.379734015937016,-1.35312784908033,"1950","dichotomius_satanas","DI5-118-1950","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"56","1950_0119",-1.020622936548,0.0408358100217937,-0.45604534419699,"1950","dichotomius_satanas","DI5-119-1950","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"57","1950_0120",0.288629541031486,0.369338225701755,-0.568917996078783,"1950","dichotomius_satanas","DI5-120-1950","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"58","1950_0121",-1.18078481676381,-0.236159731388584,-1.42128796297227,"1950","dichotomius_satanas","DI5-121-1950","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"59","1950_016",0.581226034673495,0.902971849462822,1.00499584602103,"1950","dichotomius_satanas","DI5-16-1950","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"60","1950_017",-0.761024494696473,0.530480771257341,0.0769539306766802,"1950","dichotomius_satanas","DI5-17-1950","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"61","1950_018",-0.572675853720108,0.759944960455331,0.152225201114321,"1950","dichotomius_satanas","DI5-18-1950","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"62","1950_019",-1.48636977948799,1.19583557378694,-0.729798560449778,"1950","dichotomius_satanas","DI5-19-1950","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"63","1950_020",-1.0964585554751,-1.29634872558332,-1.58719493195859,"1950","dichotomius_satanas","DI5-20-1950","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"64","1950_036",0.934016737714473,-0.957575409019298,-1.48987175855585,"1950","dichotomius_satanas","DI1-36-1950","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"65","1950_037",1.5124720982438,0.408986675575763,0.378437814140795,"1950","dichotomius_satanas","DI1-37-1950","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"66","1950_038",-0.611788177225829,0.410151399946118,0.814057062863849,"1950","dichotomius_satanas","DI1-38-1950","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"67","1950_039",-0.291002239461193,-0.215052610827204,0.273726818591888,"1950","dichotomius_satanas","DI1-39-1950","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"68","1950_040",1.46975312884486,-0.37421345422456,-0.088025937167503,"1950","dichotomius_satanas","DI1-40-1950","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"69","1950_066",0.88183201374893,-0.470041116859169,-0.517321639163406,"1950","dichotomius_satanas","DI5-66-1950","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"70","1950_067",-1.22482174134945,-0.414518676965521,-0.218844534898548,"1950","dichotomius_satanas","DI5-67-1950","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"71","1950_068",-1.06818806634211,-0.418759399448772,0.787650142614508,"1950","dichotomius_satanas","DI5-68-1950","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"72","1950_081",-0.577299836144377,0.808031226005162,1.05106709134899,"1950","dichotomius_satanas","DI1-81-1950","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"73","1950_082",-1.38282978194975,0.0950616270731542,1.19010398552695,"1950","dichotomius_satanas","DI1-82-1950","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"74","1950_083",-0.984672509246464,-0.332914411119509,-1.33337492293214,"1950","dichotomius_satanas","DI1-83-1950","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"75","1950_084",-0.458213805150371,-0.72924501244558,0.200624982959168,"1950","dichotomius_satanas","DI1-84-1950","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"76","1950_085",-0.167374283257015,-0.87486558445373,1.13248332623098,"1950","dichotomius_satanas","DI1-85-1950","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-1950","1950",-0.639972,-77.838636,1950
"77","HU3_099",-0.784172193629723,-0.994274598165438,0.57703866580598,"HU3","dichotomius_satanas","DI5-99-HU3","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-3","HU-3",-0.635938,-77.840095,2025
"78","HU3_100",-0.753709712481529,-0.137889619972255,0.185322831150134,"HU3","dichotomius_satanas","DI5-100-HU3","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-3","HU-3",-0.635938,-77.840095,2025
"79","HU3_101",1.89134917737905,0.59185238451474,-0.840605465661968,"HU3","dichotomius_satanas","DI5-101-HU3","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-3","HU-3",-0.635938,-77.840095,2025
"80","HU3_102",1.26485135099026,2.16914192466205,-0.48507701438668,"HU3","dichotomius_satanas","DI5-102-HU3","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-3","HU-3",-0.635938,-77.840095,2025
"81","HU3_103",-0.399033270272937,-0.140798849547126,0.191881791534556,"HU3","dichotomius_satanas","DI1-103-HU3","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-3","HU-3",-0.635938,-77.840095,2025
"82","HU3_104",1.85671266921744,0.0100569325094901,-0.427023320931467,"HU3","dichotomius_satanas","DI1-104-HU3","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-3","HU-3",-0.635938,-77.840095,2025
"83","HU3_105",-0.0979741100784247,-0.788339080422968,0.173386756781461,"HU3","dichotomius_satanas","DI1-105-HU3","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-3","HU-3",-0.635938,-77.840095,2025
"84","HU3_106",1.22778512306899,0.592119347776021,-0.259555340351949,"HU3","dichotomius_satanas","DI1-106-HU3","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-3","HU-3",-0.635938,-77.840095,2025
"85","HU4_172",-0.393281298113776,1.96600054151235,-0.410280694117948,"HU4","dichotomius_satanas","DI5-172-HU4","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-4","HU-4",-0.642829,-77.840526,1900
"86","HU4_173",-0.70420164514056,-1.09696245725568,-0.0936880632533282,"HU4","dichotomius_satanas","DI5-173-HU4","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-4","HU-4",-0.642829,-77.840526,1900
"87","HU4_174",-1.30181558249611,0.278850526736998,0.0743208978989709,"HU4","dichotomius_satanas","DI5-174-HU4","Dichotomius-sp5","MALE","Dichotomius-satanas","HU-4","HU-4",-0.642829,-77.840526,1900
"88","HU4_175",1.4117886929722,-1.25547179909701,-0.188939049922991,"HU4","dichotomius_satanas","DI1-175-HU4","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-4","HU-4",-0.642829,-77.840526,1900
"89","HU4_176",1.52486578179019,0.757002993589289,0.0633800900157173,"HU4","dichotomius_satanas","DI1-176-HU4","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-4","HU-4",-0.642829,-77.840526,1900
"90","HU4_177",0.719252714399224,0.837020253172956,0.27519497802974,"HU4","dichotomius_satanas","DI1-177-HU4","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-4","HU-4",-0.642829,-77.840526,1900
"91","HU4_178",-0.620627267420887,-1.18291953224566,1.33939649780601,"HU4","dichotomius_satanas","DI1-178-HU4","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-4","HU-4",-0.642829,-77.840526,1900
"92","HU4_179",-0.690321470717123,-1.64494119219575,-1.45574821238632,"HU4","dichotomius_satanas","DI1-179-HU4","Dichotomius-sp1","FEMALE","Dichotomius-satanas","HU-4","HU-4",-0.642829,-77.840526,1900
"93","MA2150_225",-0.201524268585023,-0.0805939870958051,1.18102132435612,"MA2150","dichotomius_satanas","DI1-225-MA2150","Dichotomius-sp1","FEMALE","Dichotomius-satanas","Macucaloma","Macucaloma",-0.603911,-77.887983,2125
"94","MA2150_228",1.65619963693679,0.900903507052164,1.50542016213118,"MA2150","dichotomius_satanas","DI1-228-MA2150","Dichotomius-sp1","FEMALE","Dichotomius-satanas","Macucaloma","Macucaloma",-0.603911,-77.887983,2125
"95","MA2150_229",0.492733733706851,-1.38885664550684,-2.00585716059284,"MA2150","dichotomius_satanas","DI5-229-MA2150","Dichotomius-sp5","MALE","Dichotomius-satanas","Macucaloma","Macucaloma",-0.603911,-77.887983,2125
"96","MA2150_231",-1.58675556376959,1.33715258068047,-1.2626666978049,"MA2150","dichotomius_satanas","DI1-231-MA2150","Dichotomius-sp1","FEMALE","Dichotomius-satanas","Macucaloma","Macucaloma",-0.603911,-77.887983,2125
"97","YY2150_234",-0.721882854690391,1.76229614998536,-1.87013849965598,"YY2150","dichotomius_satanas","DI5-234-YY2150","Dichotomius-sp5","MALE","Dichotomius-satanas","Yanayacu","Yanayacu",-0.597508,-77.889419,2150
"98","YY2150_236",1.75271651183152,0.99205833626345,0.0474256920904751,"YY2150","dichotomius_satanas","DI1-236-YY2150","Dichotomius-sp1","FEMALE","Dichotomius-satanas","Yanayacu","Yanayacu",-0.597508,-77.889419,2150
"99","YY2150_237",1.29044557027568,-0.381306728243277,0.104201104780029,"YY2150","dichotomius_satanas","DI1-237-YY2150","Dichotomius-sp1","FEMALE","Dichotomius-satanas","Yanayacu","Yanayacu",-0.597508,-77.889419,2150
"100","1575_041",-2.2543065460669,4.62879541770668,-7.75186547841675,"1575","deltochilum_speciocissimum","DE1-41-1575","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1575","1575",-0.651119,-77.827848,1575
"101","1700_042",0.841485558619994,1.77905177602062,-1.05654170508897,"1700","deltochilum_speciocissimum","DE1-42-1700","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1700","1700",-0.647834,-77.829188,1700
"102","1700_043",-13.7832502437732,9.85489728520812,3.28617887421828,"1700","deltochilum_speciocissimum","DE1-43-1700","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1700","1700",-0.647834,-77.829188,1700
"103","1700_044",-0.492258735322554,0.491525356174027,5.06401027158877,"1700","deltochilum_speciocissimum","DE1-44-1700","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1700","1700",-0.647834,-77.829188,1700
"104","1700_045",7.80981835293563,-1.89090942229258,-6.60000207093871,"1700","deltochilum_speciocissimum","DE1-45-1700","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1700","1700",-0.647834,-77.829188,1700
"105","1700_046",2.14849061057215,-4.57722968155194,2.75041488454613,"1700","deltochilum_speciocissimum","DE1-46-1700","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1700","1700",-0.647834,-77.829188,1700
"106","1825_047",-5.85566299043686,-12.1105659553915,-5.96958191538121,"1825","deltochilum_speciocissimum","DE1-47-1825","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1825","1825",-0.646252,-77.832514,1825
"107","1825_048",-5.38287144866837,-4.63278603329587,-9.76541678325479,"1825","deltochilum_speciocissimum","DE1-48-1825","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1825","1825",-0.646252,-77.832514,1825
"108","1825_049",-5.02811552317994,14.6542709802667,-7.65011232839645,"1825","deltochilum_speciocissimum","DE1-49-1825","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1825","1825",-0.646252,-77.832514,1825
"109","1825_050",-0.464954908210494,3.63324619680333,-0.45992999116139,"1825","deltochilum_speciocissimum","DE1-50-1825","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1825","1825",-0.646252,-77.832514,1825
"110","1825_051",-2.91173164074348,4.1943165037223,3.03573445700707,"1825","deltochilum_speciocissimum","DE1-51-1825","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1825","1825",-0.646252,-77.832514,1825
"111","1825_086",0.893332872946428,-0.987929823792172,0.392277861344533,"1825","deltochilum_speciocissimum","DE1-86-1825","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1825","1825",-0.646252,-77.832514,1825
"112","1950_052",3.58713330569251,-1.88187997059763,1.61451871401517,"1950","deltochilum_speciocissimum","DE1-52-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"113","1950_053",-11.0706046357014,-5.37937926589749,-0.436610950866231,"1950","deltochilum_speciocissimum","DE1-53-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"114","1950_054",-6.79482540363763,0.892023943549918,-0.516513751891636,"1950","deltochilum_speciocissimum","DE1-54-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"115","1950_055",4.03362500902605,-0.301491235457255,0.599639761154939,"1950","deltochilum_speciocissimum","DE1-55-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"116","1950_125",0.176833939021756,-0.613410043949301,2.58224512283582,"1950","deltochilum_speciocissimum","DE1-125-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"117","1950_126",-1.68209100762597,0.942438510475754,2.36076741797764,"1950","deltochilum_speciocissimum","DE1-126-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"118","1950_127",4.56489919800031,1.07271181885345,8.20736337542153,"1950","deltochilum_speciocissimum","DE1-127-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"119","1950_128",3.85076355952768,2.1494225911944,4.17409438769428,"1950","deltochilum_speciocissimum","DE1-128-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"120","1950_129",4.43706464843995,1.86548569641014,-0.680150226654835,"1950","deltochilum_speciocissimum","DE1-129-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"121","1950_130",2.22078668341378,-2.82249520982292,4.3613378935619,"1950","deltochilum_speciocissimum","DE1-130-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"122","HU3_107",2.36813078355374,-0.782961103252168,1.2967053806229,"HU3","deltochilum_speciocissimum","DE1-107-HU3","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-3","HU-3",-0.635938,-77.840095,2025
"123","HU3_108",1.27775255541539,1.74297835891369,2.66437373223661,"HU3","deltochilum_speciocissimum","DE1-108-HU3","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-3","HU-3",-0.635938,-77.840095,2025
"124","HU3_109",2.99048100720275,-2.60254798195881,2.40859811368585,"HU3","deltochilum_speciocissimum","DE1-109-HU3","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-3","HU-3",-0.635938,-77.840095,2025
"125","HU3_110",1.53365894851193,-4.33822706016791,-0.630426637018488,"HU3","deltochilum_speciocissimum","DE1-110-HU3","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-3","HU-3",-0.635938,-77.840095,2025
"126","HU3_111",2.5372344928339,-1.84355718285734,0.578311252723633,"HU3","deltochilum_speciocissimum","DE1-111-HU3","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-3","HU-3",-0.635938,-77.840095,2025
