"","distance","fst","species"
"101",0.672733546698393,-0.0309919233933738,"deltochilum_tesselatum"
"102",0,0,"deltochilum_tesselatum"
"103",1.60197011460801,-0.0252677771958575,"deltochilum_tesselatum"
"104",1.59140008038704,0.102764307295898,"deltochilum_tesselatum"
"105",2.83350013156222,-0.046150432100789,"deltochilum_tesselatum"
"106",2.24510647284392,-0.0270066303183416,"deltochilum_tesselatum"
"107",1.60197011460801,-0.0252677771958575,"deltochilum_tesselatum"
"108",0,0,"deltochilum_tesselatum"
"109",0.625720938262986,0.112647909812516,"deltochilum_tesselatum"
"110",2.7668516848089,0.0590571636397225,"deltochilum_tesselatum"
"111",2.26375125069639,0.0735564881437841,"deltochilum_tesselatum"
"112",1.59140008038704,0.102764307295898,"deltochilum_tesselatum"
"113",0.625720938262986,0.112647909812516,"deltochilum_tesselatum"
"114",0,0,"deltochilum_tesselatum"
"115",0,0,"dichotomius_podalirius"
"116",1.36131064909512,-0.0322305774239399,"dichotomius_podalirius"
"117",2.55324964483808,-0.0282600402729168,"dichotomius_podalirius"
"118",1.36131064909512,-0.0322305774239399,"dichotomius_podalirius"
"119",0,0,"dichotomius_podalirius"
"120",1.20607955354451,-0.0354870443452459,"dichotomius_podalirius"
"121",2.55324964483808,-0.0282600402729168,"dichotomius_podalirius"
"122",1.20607955354451,-0.0354870443452459,"dichotomius_podalirius"
"123",0,0,"dichotomius_podalirius"
"124",0,0,"eurysternus_affin"
"125",0.823330633911877,0.0288527874646783,"eurysternus_affin"
"126",1.54422405350105,0.0337707643053345,"eurysternus_affin"
"127",2.88909022187632,0.0134538750674594,"eurysternus_affin"
"128",0.823330633911877,0.0288527874646783,"eurysternus_affin"
"129",0,0,"eurysternus_affin"
"130",0.72944573233745,0.0534310049797158,"eurysternus_affin"
"131",2.23907551073487,0.026369105093054,"eurysternus_affin"
"132",1.54422405350105,0.0337707643053345,"eurysternus_affin"
"133",0.72944573233745,0.0534310049797158,"eurysternus_affin"
"134",0,0,"eurysternus_affin"
"135",1.6647719775043,0.0236133764906512,"eurysternus_affin"
"136",2.88909022187632,0.0134538750674594,"eurysternus_affin"
"137",2.23907551073487,0.026369105093054,"eurysternus_affin"
"138",1.6647719775043,0.0236133764906512,"eurysternus_affin"
"139",0,0,"eurysternus_affin"
